Date,ODA/AUT_LE_Value,ODA/AUT_LP_Value,ODA/AUT_PPPGDP_Value,ODA/AUT_BCA_NGDPD_Value,ODA/AUT_TX_RPCH_Value,ODA/AUT_TXG_RPCH_Value,ODA/AUT_TM_RPCH_Value,ODA/AUT_TMG_RPCH_Value,ODA/AUT_GGXWDG_NGDP_Value,ODA/AUT_GGXWDN_NGDP_Value,ODA/AUT_GGXCNL_NGDP_Value,ODA/AUT_GGXONLB_NGDP_Value,ODA/AUT_GGR_NGDP_Value,ODA/AUT_GGSB_NPGDP_Value,ODA/AUT_GGX_NGDP_Value,ODA/AUT_NGSD_NGDP_Value,ODA/AUT_PPPEX_Value,ODA/AUT_PCPIPCH_Value,ODA/AUT_PCPIEPCH_Value,ODA/AUT_PCPI_Value,ODA/AUT_PCPIE_Value,ODA/AUT_NGAP_NPGDP_Value,ODA/AUT_PPPSH_Value,ODA/AUT_NID_NGDP_Value,ODA/AUT_LUR_Value
1991-12-31,0.023216114714919998,0.010028653295129,0.06884217550884199,-0.9504249291784699,-0.65737284181055,-0.6196616585827499,-0.35914786967419,-0.30493325594893,0.0036294411728077,-0.0036829900422861,0.16203895565686,0.62729658792651,0.014755011135857001,,0.021991895579221998,-0.018196506886204,0.0033039647577093,0.12807525325615,-0.12779552715655002,0.031180012606113,0.027299231380864,0.8201798201798199,0.012389380530973,0.0078298006959823,0.15717958134410998
1992-12-31,0.019686353019686003,0.011089619600258002,0.04421038172895599,-12.114285714286,-0.55090228123936,-0.18880248833593,-0.58623386781384,-0.7748830995324001,-0.0018967931786354,0.028231106243154003,-0.3095577746077,-1.4983870967742,0.04965706447187901,-0.33789260385005,0.029588156767419,-0.041025038203832,0.012074643249177,0.09846055163566399,0.37032967032967,0.034242834104979004,0.037409700722393996,-0.34851811196487004,-0.08216783216783201,-0.025857333437966,0.044112980006347
1993-12-31,-0.00032722513089002,0.0082897589593163,0.029184379988879,0.38046272493572997,-2.7990902198635,-2.3002300613497,-3.59404536862,-4.423590504451,0.082107843137255,0.12692072115257,1.3011363636364,-6.3171521035599,0.055510876995455996,0.39211935730681,0.10217904555482,-0.05364877012339599,0.0032537960954447,-0.054598540145985,-0.17241379310345,0.03237975479409,0.03096244715245,-1.7742207245156003,-0.015238095238095,-0.036492528295807,0.20303951367780998
1994-12-31,0.0052373158756138,0.0037945863900835,0.045814742517197,1.7597765363128,-3.3969658659924002,-3.4450014744913,-2.8823100746947996,-3.251570964247,0.051011866660101,0.055651393057164,0.11223344556677999,0.34144856968959003,-0.0093525590963637,0.25089310250069,0.00017558029286788998,-0.0031518500928285,0.0043243243243243,-0.16306361951822,-0.22868217054264,0.027101096224117,0.023881317090821,0.23612622415669002,-0.0077369439071567,0.033108983738138,-0.027286508337543997
1995-12-31,-0.00097688049495282,0.0015120967741936,0.04809625917984099,0.9817813765182201,0.26670182841069,0.45181522132433005,-0.42847464188928003,-0.46530651525357997,0.06502693839306599,0.083945200573066,0.23895055499495,0.18375680580762,0.013786340562990001,0.26955184534271,0.033371954216697995,-0.027156964656965002,-0.0032292787944026,-0.40922509225092,-0.54606365159129,0.016009487103469,0.010837554482271,-0.047535211267605,-0.0097465886939571,0.026099623679845002,0.017402597402597
1996-12-31,-0.0068448500651890004,0.0013839959738298,0.04336626526458599,-0.027919645897173998,-0.3560027758501,-0.62349422613608,-0.24707874682472003,-0.23992080633548998,-0.0009384301822606301,0.029552682664903997,-0.30933376771460996,-0.72978152548869,0.0065623518255097,-0.31129953279114003,-0.0264163764546,-0.018476470326343003,-0.009719222462203001,0.11992504684572,1.15036900369,0.017928217099504,0.023307306840695,0.12292051756007001,-0.013779527559055,-0.017075479138733,0.10620372734235
1997-12-31,0.0029537249753856,0.001130795326046,0.040603696140287,-0.14150612959720002,1.5465517241378999,2.5999558693732996,0.7278452541610401,1.2791854132134,-0.058985836941366,-0.079493711511845,-0.5438679245283,-2.7404255319149,-0.032465941851482,-0.5618090452261301,-0.070284418077125,0.024312800508029,-0.018538713195202,-0.35471277189069,-0.57014157014157,0.011569641444313,0.010021637626694,0.22633744855967,-0.017964071856286998,0.0050150451354062,0.0078467574428802
1998-12-31,0.0068717277486911,0.0011295180722892,0.049119586813573,-0.32884536923705,-0.29350033852404,-0.47802635611401,-0.32621713095547994,-0.29423376623377,0.0048349865868114,-0.026498147744607004,0.27507755946225,-0.5077424612876901,-0.007848406948664,0.31020642201834997,0.0024023122255171,0.02860685501727,-0.0077777777777778,-0.28781331028521995,-0.51596806387226,0.0082407617320336,0.0048483481790507,-0.7825503355704699,0.014227642276423001,-0.0072654690618763,0.026562857797115
1999-12-31,0.010074748131296999,0.0018804061677322,0.051235639270575,-0.001823708206687,-0.27240057498802,-0.19363550962892997,-0.09621329211746499,-0.048432209627558,0.037127867631081,0.015154228410261001,-0.018653690186536998,-0.27317880794702,0.0020021591912847,0.22494529540481,0.0010859389627412,-0.00090408128121236,-0.012318029115342,-0.375,2.4247422680412005,0.0051491337538084,0.016606822262118,-3.0617283950617002,0.0,0.00032169856844147996,-0.12268570153915
2000-12-31,0.0083655083655083,0.0025025025025026,0.06026469546742201,-0.5767356881851401,1.2298320711228001,1.0040774719674,1.2768277041471001,0.81342821782178,-0.0093537669490257,-0.047959251174175,-0.23801652892561997,1.1184510250569,-0.018727839050287,0.26866738120757,-0.028652652053564997,0.025337182746585,-0.013605442176871,2.8038834951456,0.10295003010235,0.019596219450814,0.01832229580574,1.7470059880239999,-0.012024048096192,-0.013949187972343001,-0.078311721332316
2001-12-31,0.0044671346522017,0.0037443834248626,0.031556974972342,0.13381294964029,-0.5444477259303,-0.54977474204331,-0.47188057459393,-0.52465449581983,0.0093665493330111,0.014591439688716002,-0.89587852494577,1.6784946236558997,0.019584356471222,-0.73528583497606,-0.012939001848429,-0.028829586047489,-0.003448275862069,0.17151607963247,-0.018013100436680998,0.022938446855425,0.017992629525255002,-0.80217983651226,-0.014198782961459998,-0.024501610338782998,0.0
2002-12-31,0.0022236340533671,0.0049738870927631,0.032550365447967,-4.328680203045701,-0.36888168557536,-0.20061329890251997,-1.0867555555555999,-1.0646087580761,-0.0089802882672535,-0.0098844907090353,3.7395833333332997,-0.34564431955038005,-0.026276629072682002,-0.068085106382979,-0.012172284644195,0.073304773032152,-0.0034602076124568,-0.25925925925926,-0.070594774874931,0.016997683596431,0.016716354344123,-1.465564738292,-0.012345679012346,-0.074682380474758,0.15172413793103
2003-12-31,0.0095087163232964,0.0044543429844097,0.028772776978642996,-0.37285550895921,-0.6276322547509,-0.8065818695739999,-10.180327868852,-14.311111111111,-0.014211710691254,-0.0074239734396974,0.81868131868132,-0.5490797546012299,-0.0017092298411420003,-0.07876712328767099,0.01303317535545,-0.00012095311051083,-0.0081018518518519,-0.23764705882353002,-0.23564593301435002,0.012970168612192,0.012776206932663,7.3431952662722,-0.03125,0.04430694187254401,0.028023952095808
2004-12-31,0.0043956043956043,0.0062823355506283,0.05410739185760299,0.26504559270517003,5.9668965517241,12.16388308977,1.1877232142857,1.3009181969949999,-0.0086714058095355,0.048384474228241,1.7595166163141998,-4.1700680272109,-0.0094269312116024,1.0755885997522,0.047621832358675,0.0063709677419354,-0.010501750291715002,0.50462962962963,0.9741784037558701,0.019497621352654,0.025230069279289,-0.37801418439715995,-0.025806451612903,-0.015483089698123,0.1551724137931
2005-12-31,0.0096905282900907,0.0068551842330762,0.05695026745698999,-0.017779913503123,-0.27044149673332,-0.49139639996828005,-0.34547495153555996,-0.4333393796481,-0.0079281674033321,-0.016506403155049,-0.60543026056492,-1.1828326180258,-0.020721068792322,0.018507462686567,-0.07037195541744999,-0.0032855196730506,-0.01061320754717,0.081025641025641,-0.37257233452238997,0.0210749877471,0.01583459404942,-0.5245153933865501,-0.022075055187638,-0.0023282375680900003,0.045381202097620005
2006-12-31,0.015789473684211002,0.005227963525836,0.068554936618827,0.3600782778865,0.049118046132972,0.12457125038977,-0.18316445830086,-0.14084507042254002,-0.029395728506223,-0.029173894433305998,-0.070477247502775,0.14084507042254002,-0.014348602516716002,0.48769050410316994,-0.016412801985549,0.010090046631291,-0.0119189511323,-0.19829222011385,0.0094756790903349,0.0169,0.015984908657665,-4.3908872901679,-0.018058690744921002,-0.016952137730614998,-0.088365811306193
2007-12-31,0.019201462968607,0.0039912917271407,0.06465270332976,0.26330935251799,0.14601655457838,0.37723554692916,0.34618320610687003,0.63990312965723,-0.033431772220974,-0.051445676892374996,-0.40656716417909994,1.1604938271605,0.0029704847578317,0.062253743104807,-0.010968437760729,0.060333505790584004,-0.0060313630880579,0.30355029585799,1.1770963704631001,0.022027731340347998,0.034789406821069,1.454738330976,-0.016091954022988998,0.036101406431962996,-0.061798941798942006
2008-12-31,0.013456937799043,0.0043368268883267,0.034260327994997994,0.37727790432802,-0.83884437422413,-0.97090799275216,-0.99971647292316,-1.0085198227877,0.059894060408814,0.028206570932308998,0.010060362173038,0.01047619047619,0.015207528146530001,-0.04710682492581599,0.015102259166289,0.038283977029613996,-0.0024271844660194,0.4630049931911,-0.57918942224777,0.032233233907438,0.014637831712154,-0.013828867761452,-0.014018691588784998,-0.014482102714853999,-0.14279269117979002
2009-12-31,-0.014753614635586,0.0031186278037663,-0.030913783182111,-0.44697126317966,-11.928571428571,-64.252595155709,-6807.5,191.10666666667,0.08367538774870799,0.17040209374256,3.1075697211154996,-2.8001885014137997,0.0032690556980882,0.19190346438303002,0.066422085292687,-0.14170552723854998,0.0072992700729927,-0.87558175612783,-0.28142076502732,0.0040082028337061,0.010517498138496,-1.5413380075957,-0.035545023696682,-0.07742246786857901,0.25868421052632
2010-12-31,0.0062893081761006,0.0029893578859261,0.030124546782267,0.29906542056075,-1.599641163655,-1.6647702407001999,-1.6678175273635,-1.6789977790116999,0.04744762978704901,0.076882419905676,0.09068865179437499,0.21256544502618,-0.0036914827799547,0.018615284128021,0.0037253150362077,0.030493197995199,0.0024154589371981,3.214463840399,1.0665399239544,0.016897224027481,0.021737128120107,-0.26011872638964,-0.034398034398033996,0.0009033853176111801,-0.076521011917207
2011-12-31,0.018452380952381,0.003934191702432001,0.04957291830425,-0.5430215827338101,-0.29130156016243,-0.33130348913759006,-0.15949840501595003,-0.12153736072778999,0.0084054490497287,-0.0098350134028013,-0.45753668297021,-0.89075993091537,8.2796878557632e-05,-0.28470663674255,-0.038894885341514,0.0075203335104427,0.0,1.1017751479289999,0.56347746090156,0.035515383913083,0.033985396195799,-1.1393143690737,-0.010178117048346001,0.09320222317229598,-0.060448268055241
2012-12-31,0.012565751022794,0.0053437833986462,0.026816671382052,0.51259445843829,-0.81544028950543,-0.94499138567561,-1.041355843476,-1.1670933209216001,0.01860064055186,0.022477265361371002,0.05696721311475401,0.57312252964427,0.015626616992651998,-0.32586284177499,0.017633730666929002,0.016753884223764,-0.0012048192771084,-0.27505630630631,-0.14062959694028,0.025745018515252998,0.029206625980819,-1.7801047120418998,-0.023136246786632002,-0.014600443227741,0.054216867469879006
2013-12-31,0.0051948051948053,0.0021261516654856,0.017642291796105,0.12531223980016998,1.1740196078431002,5.1073825503356,-2.629746835443,-1.2346796657382,0.0008465352521464099,0.0011746718377089,-0.41217526172934993,-2.5025125628141,0.013022213164867,-0.33843085106383003,-0.0082284607938044,-0.05043089690392599,0.0036188178528347,-0.17786407766989998,-0.31530297843203997,0.021170706549768,0.02,6.268456375838901,-0.026315789473683997,-0.069365436345196,0.12
2014-12-31,0.0051679586563307,0.0042432814710042,0.027006723808866,0.09951905290418099,0.0086433671552049,0.10622710622711001,4.3165048543689,6.863501483679499,0.07557327748241201,0.10485147592886,1.0059366754617,-2.4765886287625,-0.0005833953610011,-0.025125628140703998,0.029204489995118998,0.0040336134453782,0.0,-0.17808219178082,-0.13,0.017406967837513002,0.017398742639792,0.21052631578947,-0.021621621621621998,-0.0085291887793783,0.020408163265306
2015-12-31,0.007997714938589001,0.0042253521126759995,0.037366727406661006,0.07503364737550501,0.74403874813711,0.62251655629139,0.6256391526661801,0.66037735849057,-0.018686105875451,-0.025250737463127,-0.49917790200591994,-1.7202718006795001,-0.0023550724637681,-0.28041237113402,-0.031012310085165,0.017701707398728,-0.0012019230769231,-0.022988505747126,-0.022988505747126,0.016993323460549,0.017003248820466003,-0.43325705568268,-0.019337016574586002,0.0095584018352131,-0.02
2016-12-31,,0.0044413277232352,0.035759134126652,0.0093896713615024,0.12176885280923,0.075510204081632,0.17816221073916,0.2,-0.021611376818968003,-0.029380739101112004,-0.44386080105056,1.0566037735849,0.0001210580473337,-0.22779369627507,-0.013115139177074,0.010526748632756001,-0.0024067388688327,0.0,0.0,0.017002237136465,0.016999895656920002,,-0.022535211267606003,0.010698731300889998,-0.020408163265306
2017-12-31,,0.0039562485454969,0.036566884129092,0.021395348837208998,0.023233669777185,0.07210626185958299,0.037566742944317,0.041666666666667,-0.024285918587567998,-0.033281071835804,-0.20070838252656,0.13455657492355,0.00034295628316076003,-0.1038961038961,-0.0030347508727388,0.011190233977620001,-0.0036188178528347,0.0,0.0,0.016997960244771,0.016999850047748,,-0.023054755043227997,0.0096018735362997,-0.041666666666667
2018-12-31,,0.0039406583217432,0.036381569023334996,0.040376442015786,0.07332961101805299,0.085840707964602,0.056423451571402,0.045454545454545005,-0.023224826446722,-0.032123110947291,-0.16395864106351998,0.08557951482479799,-0.00026217077400875,-0.043478260869565,-0.0024670234566181,0.009255533199194999,-0.0048426150121065,0.0,0.0,0.017004876514078997,0.01699505668899,,-0.026548672566372004,0.0045465089306425,-0.021739130434783
2019-12-31,,0.0040406372662201,0.033832532435253,0.0011672016340823,0.017860239292526,0.020374898125508998,0.033402922755741,0.03304347826087,-0.020694076883202,-0.028885884570709997,-0.045936395759717,0.036002482929857,0.0012708530853489,-0.0043290043290043,0.0007578930573006401,0.0014354066985646,-0.0036496350364964,0.0,0.0,0.016998963666455,0.017001014872073,,-0.024242424242424,0.0015240382395050002,-0.022222222222222
