Date,ODA/IDN_LE_Value,ODA/IDN_LP_Value,ODA/IDN_PPPGDP_Value,ODA/IDN_BCA_NGDPD_Value,ODA/IDN_TX_RPCH_Value,ODA/IDN_TXG_RPCH_Value,ODA/IDN_TM_RPCH_Value,ODA/IDN_TMG_RPCH_Value,ODA/IDN_GGXWDG_NGDP_Value,ODA/IDN_GGXCNL_NGDP_Value,ODA/IDN_GGXONLB_NGDP_Value,ODA/IDN_GGR_NGDP_Value,ODA/IDN_GGSB_NPGDP_Value,ODA/IDN_GGX_NGDP_Value,ODA/IDN_NGSD_NGDP_Value,ODA/IDN_PPPEX_Value,ODA/IDN_PCPIPCH_Value,ODA/IDN_PCPIEPCH_Value,ODA/IDN_PCPI_Value,ODA/IDN_PCPIE_Value,ODA/IDN_PPPSH_Value,ODA/IDN_NID_NGDP_Value,ODA/IDN_LUR_Value
1991-12-31,,0.016584996014026,0.10510227149863999,0.22751510842517,9.5,48.75,-0.46014492753623,-0.25700934579439005,,,,,,,0.035222816399287,0.07269630452768801,0.19456840494709,0.0,0.093635571054926,0.099346076458752,0.046426708398539004,0.041771224267727,0.083333333333333
1992-12-31,,0.016583129517312,0.08886793795360799,-0.35099913119027004,-0.14965986394558,-0.23618090452260998,-0.5906040268456401,-0.44654088050314,,,,,,,-0.04549211378194099,0.037512864300012,-0.19884726224783997,-0.49270109735226,0.075095663265306,0.050407992068939006,-0.042871385842473006,-0.077464188267394,0.076923076923077
1993-12-31,,0.016582334473346002,0.10565446531551,-0.35029004908523,-0.632,-0.78289473684211,-0.22950819672130998,-0.38636363636363996,,,,,,,0.016019049680701,0.06227163723566599,0.29070077271516,1.0200436594562,0.09691531959068699,0.10178597357339998,0.058333333333333,-0.31886870927491995,0.010714285714286
1994-12-31,,0.016587778320209,0.09828735902220899,0.16483516483516,1.4782608695652,3.1515151515152002,2.2978723404255,2.7592592592592995,,-1.0084388185654,0.44117647058824006,0.0017772874915732,,-0.040460391097539,0.048364759774155996,0.055304721875616,-0.12076796036334,-0.053443363788191,0.08517542080713901,0.09640221402214,0.042814960629920996,0.05356537078499201,0.5795053003533599
1995-12-31,,0.016583323763688998,0.10477041238459,0.98349056603774,-0.28070175438596995,-0.43795620437955995,0.30774193548386997,-0.12246305418719002,,128.0,0.33853541416566996,-0.07249479995105801,,-0.11952264381885001,-0.021644141855501998,0.076373169043118,0.10730218361118,-0.067566165023352,0.09431258954712501,0.089789049822706,0.043888626710712995,0.028045207199665002,0.6599552572706899
1996-12-31,,0.011547842160663,0.09785944266112,-0.045481569560047994,-0.89024390243902,-0.28571428571429,-0.53458312777504,-0.40367126978781,,0.50258397932817,0.07533632286995501,-0.0062001187256777,,-0.033502467505387004,-0.038221852928956995,0.06728469115638401,-0.11164122137405001,-0.28305877114871003,0.08379347640462201,0.06441294876744098,0.038426763110306995,-0.038743422701077,-0.32641509433961996
1997-12-31,,0.011553064912388,0.064924923659169,-0.4515727187792,13.888888888889001,3.3272727272727,-0.9285562857748599,-0.93382283723995,,-2.0739466895959,-0.7727272727272699,0.13997477931904,,0.32506292700467,0.085565154787617,0.10676372254433,-0.26077097505669,0.5941623971433,0.06192552129838701,0.10268897984559999,0.0047888550282976,0.034537812387997004,-0.045618247298919994
1998-12-31,,0.011546567643516999,-0.12184063444581,-3.3798977853492005,0.13432835820896002,-0.62605042016807,-19.545994065282,-37.431009957326005,,0.8318654923939099,0.97981651376147,-0.072484862598975,,-0.011180461329715001,-0.31796929402792,0.7339004853218101,8.3671294801421,6.551421893260599,0.58017608072015,0.7754076023117,-0.15207972270364,-0.47167018361626,0.14465408805031
1999-12-31,,0.011548707467469999,0.023336357867643997,-0.019804342638988,-2.6915131578947,-2.0562921348315,0.92824,0.28511186599508004,,-0.49344405594406,1.5338276181650001,0.075513150461365,,0.0040616938361051,-0.2665791520809,0.12440323496927999,-0.64236470182696,-0.97414171116098,0.20752472768247998,0.020060339808395,-0.02657128257537,-0.32238450074516,0.16483516483516
2000-12-31,,0.011554173675511998,0.065696933169522,0.17867575462511998,-1.6942942709346003,-2.8988405488777995,-2.0577521470356004,-1.7746179321241,,0.7549611734253701,-0.42574981711778,-0.14730944321233,,-0.090143770841305,0.7956910838581399,0.18583016184216,-0.8181686746988,3.6613466334165,0.037715796567992003,0.09345163968451699,-0.0062992125984252,0.95706870766253,-0.044025157232704004
2001-12-31,,0.014258356967978,0.060055771744780995,-0.11193721602644,-1.5733012156182,-1.5733012156182,-1.3632476956266,-1.3632476956266,-0.157087276551,-0.05703048180924299,1.1496815286624,0.32101300479124,,0.27481374669551,-0.0091553455404608,0.11748901590007002,2.0485025178903,0.34271346030387,0.11503010016736001,0.12549233616476,0.012150026413101003,0.013170907129372,0.33223684210526
2002-12-31,,0.014263453247039,0.061037406084657006,-0.07023255813953501,-0.9455735782685201,-0.9455735782685201,-1.2082928409459,-1.2082928409459,-0.15417721834807002,-0.6720542231491099,0.23940740740740998,-0.07844559585492199,,-0.13210481666510002,-0.053576751117735,0.042949212829645,0.024169709615718998,-0.21451908518607002,0.11779201577132002,0.098555918625487,0.015135699373695001,-0.05035715870269301,0.11851851851852
2003-12-31,,0.014260803996418003,0.068696436669687,-0.13656828414207,3.6912028725313997,3.6912028725313997,-0.50959046137895,-0.50959046137895,-0.10741571045102,0.86168521462639,-0.50418360028688,0.04559766108175,,0.073472712462666,0.14365010629084,0.034251742559318996,-0.42504244482173,-0.47641270163336,0.067740901074234,0.051621569756285006,0.0056555269922879,0.19594468323678,0.048565121412803
2004-12-31,,0.014260092186453998,0.079191688148119,-0.40730011587486,1.8939915805587,1.8939915805587,12.825581395349,12.825581395349,-0.07754589467770401,-0.75832621690863,0.17598842815814997,0.027746410711404997,,-0.018818292189397,-0.10151113558914,0.05645586210984599,-0.10497563856489,0.24026351482271,0.060608904572414996,0.06399635036496401,-0.0020449897750511,-0.060239081178217,0.037894736842105
2005-12-31,,0.01426117232059,0.090930051033711,-0.7272727272727301,-2.658952658027,-2.658952658027,0.7719244590565001,0.7719244590565001,-0.16981334861892,-2.6289752650177003,0.15252152521525,0.016323967979908996,-2.6336996336996,-0.022272633532687002,-0.017699793119301,0.10768051046506001,0.72533817222039,1.6736447430089,0.10459251393682001,0.17114583154681,0.0087090163934427,0.042608912537412995,0.13995943204868
2006-12-31,,0.014259388070352999,0.08742719203933001,3.6935483870968,-0.65874850538063,-0.65874850538063,-1.2193743257821001,-1.2193743257821001,-0.15874077590299,-0.12147505422992999,-0.013518320882248,0.056422136422136,0.0067264573991031,0.060746677916052004,0.092784711388455,0.10686318652971001,0.25289224591261,-0.61446768727358,0.13102619562605,0.065987171601792,0.00050787201625185,0.012718791116781999,-0.085409252669039
2007-12-31,,0.014263766115206,0.091747664416657,-0.39977090492554,-2.0198551740248,-2.0198551740248,-2.1721085759245,-2.1721085759245,-0.1010284952166,-3.5432098765432,-0.64298593580959,-0.057550801617855,-3.3674832962137997,0.012676476436667,-0.054463042935150995,0.083747785433801,-0.49160561660562,-0.083661715671416,0.06662133639312699,0.060459940652819,0.0081218274111675,-0.018897637795275,-0.11381322957197999
2008-12-31,,0.014260750445648,0.080933416883742,-0.9840966921119599,-0.32157581310124,-0.32157581310124,2.5339822117805,2.5339822117805,-0.051697574893009995,-1.0572815533981,0.86464646464646,0.10031023784902,-0.9633113828786499,0.041725983015071,0.05088136488883901,0.15876669496161,0.46757730411288,0.82947403241813,0.097774118147046,0.11061883849572,0.030211480362538,0.11621187800963001,-0.079034028540066
2009-12-31,,0.014259369886497,0.05423404000479099,77.92,-3.8845374746792998,-3.8845374746792998,-1.4957025499786,-1.4957025499786,-0.13845598411457,-30.881355932203,-1.0487540628386,-0.22490601503759,42.153846153846004,-0.13967296545874,0.18379368557164003,0.0745869440371,-0.4837884831748,-0.72805352138143,0.05046093542064901,0.030070452106565,0.04887585532746799,0.11392723612309,-0.061978545887962005
2010-12-31,,0.014259496372172,0.075217001067963,-0.62696401419159,-0.6691245318352099,-0.6691245318352099,-2.7723919915701,-2.7723919915701,-0.08904874982539501,-0.24957458876914002,-1.5333333333333001,0.0098823814720505,-0.22875816993464002,-0.015227036205291,0.0028521148127921,0.069505016342245,0.018426788191005,1.3151595744681002,0.051411394810489994,0.06964103725512401,0.0088536812674744,0.042956269162498006,-0.092757306226175
2011-12-31,,0.014261007149440001,0.086837855015588,-0.71875,1.0884329678103999,1.0884329678103999,-0.15074046049076,-0.15074046049076,-0.065360729893429,-0.52456538170824,12.083333333333002,0.08128714654499601,-0.50231124807396,0.036765114856221,0.0017245552462787,0.058872715347399004,0.039688715953308,-0.45735209649627,0.053432355164142,0.037793775142918,0.024018475750577004,0.018133432355488997,-0.08123249299719901
2012-12-31,,0.014263784591129999,0.081716155445467,-14.415458937198,-0.4969512195122,-0.4969512195122,-0.00095462356010939,-0.00095462356010939,-0.014314425167138002,1.6406995230524999,-1.7006369426751997,0.0026650380323137,1.6377708978328,0.05793991416309,-0.034522335316681,0.025417530138087,-0.25505239520958,-0.033606774278910005,0.039804098948747,0.036519432826686,0.031123139377537003,0.055954045346787,-0.064024390243902
2013-12-31,,0.014259534990265,0.073573385989968,0.20417716960749,-0.13164983164983002,-0.13164983164983002,-0.99114536883679,-0.99114536883679,0.08625998668442099,0.26008428657435,0.9295454545454499,-0.0049282906030235,0.27406103286385,0.017393509127788996,-0.052180441719327,0.028190737421840997,0.61090178347149,1.2124863088718998,0.06414064140641401,0.080799133943509,0.025371828521435,-0.031689836801657996,0.017915309446253996
2014-12-31,,0.014260709647756999,0.069218217862895,-0.034688995215311005,0.6169057774331099,0.6169057774331099,-1.5107913669064998,-1.5107913669064998,0.0028347059950200003,0.17869087434304998,0.3321554770318,-0.019365609348915,0.12252418240442,0.0012959178587449,-0.0041586903425968,0.036633344659238995,-0.067051302042726,-0.35866336633663,0.059823517803275994,0.051821161901292996,0.018344709897611,-0.0071933892158613,-0.024
2015-12-31,,0.014262992564317,0.074424375105459,-0.10130111524164001,1.1290167865707,1.1290167865707,-80.154929577465,-80.154929577465,-0.0069903357653081,-0.05999189298743401,-0.2236958443855,-0.0028373623879242,-0.086581862946245,-0.0098561401762159,0.014152194087233,0.048085768140870004,0.12736085575797998,0.28386723272868,0.067450500536447,0.06653046030248201,0.016338500209468,0.0029940119760479,-0.049180327868852
2016-12-31,,0.014258439608431999,0.077931755194369,-0.049293347121682,-0.085379589997747,-0.085379589997747,0.12277580071174002,0.12277580071174002,-0.0015771657178028,-0.11686071582579,-0.35421412300683,0.0066583200546324,-0.12982929020665,-0.0077421949625459,0.030197065263571,0.04115063076478501,-0.09918458117123802,-0.17330527581542,0.060762879404582,0.054993668625605,0.017312448474856003,0.02355223880597,-0.03448275862069
2017-12-31,,0.01426285396229,0.08178032519451299,-0.037708484408992,-0.054802955665025,-0.054802955665025,-0.01648177496038,-0.01648177496038,-0.02485070314005,-0.10009765625,-0.36155202821869,0.0032788738764204,-0.10531750129066,-0.0074479404164766,0.019065444278781003,0.033758774298527,-0.09479921000658302,0.0,0.055003484702547005,0.055004577944310996,0.01904376012966,0.014523608154218002,-0.017857142857143002
2018-12-31,,0.014260453346748001,0.082414933218675,-0.016201959306707,0.081042345276873,0.081042345276873,-0.013857557202706998,-0.013857557202706998,-0.042354800474121004,-0.26044492674986,-1.3038674033149,0.0081140474446384,-0.26312752452395,-0.017151607963246,0.016747603038226998,0.030704710551936003,-0.045454545454545005,-0.09090909090909101,0.052499536092039,0.05,0.019085487077535,0.014746888205363998,0.0
2019-12-31,,0.014259090874933,0.081884151898676,-0.039065492148602006,-0.12486440882247,-0.12486440882247,0.039052287581699,0.039052287581699,-0.041835134912121,-0.057226705796037995,0.40909090909090995,0.0051422502934438,-0.061863743148003,0.0006751843772721599,0.019472169493601,0.028760795962713998,-0.04761904761904799,0.0,0.050000705228565,0.050001389120409,0.019508388607101003,0.014702549575071002,0.0
