Date,ODA/IRN_LE_Value,ODA/IRN_LP_Value,ODA/IRN_PPPGDP_Value,ODA/IRN_BCA_NGDPD_Value,ODA/IRN_TX_RPCH_Value,ODA/IRN_TXG_RPCH_Value,ODA/IRN_TM_RPCH_Value,ODA/IRN_TMG_RPCH_Value,ODA/IRN_GGXWDG_NGDP_Value,ODA/IRN_GGXWDN_NGDP_Value,ODA/IRN_GGXCNL_NGDP_Value,ODA/IRN_GGXONLB_NGDP_Value,ODA/IRN_GGR_NGDP_Value,ODA/IRN_GGX_NGDP_Value,ODA/IRN_NGSD_NGDP_Value,ODA/IRN_PPPEX_Value,ODA/IRN_PCPIPCH_Value,ODA/IRN_PCPIEPCH_Value,ODA/IRN_PCPI_Value,ODA/IRN_PCPIE_Value,ODA/IRN_PPPSH_Value,ODA/IRN_NID_NGDP_Value,ODA/IRN_LUR_Value
1991-12-31,,0.024587155963303,0.16342099462696,2.6210261252754,-0.48396135265699997,-0.1987922705314,-0.046195965417867,0.26239043824701,,,-0.03630077787381201,,-0.14241328375694,-0.13126480772736,0.09822996417784599,0.21139369478984,1.2875555555556,0.53355613149639,0.20571428571428998,0.22476125511595998,0.10098709187547,0.22916386520722,-0.29577464788732
1992-12-31,,0.10243553008596001,0.06627774797872199,-0.4471488178025,-0.096517506085003,-0.7407295749170899,-1.2749796054023002,-1.3317869090449999,,,-0.47623318385650004,,0.099126922848488,0.031782661142288,0.099037446835726,0.25221090796254003,0.18467068195064998,-0.024016010673782,0.24407582938389003,0.21943748259538,-0.062068965517241,0.012340276562226998,0.0
1993-12-31,,-0.009096816114360001,0.0076563989080747,-0.23097484276729996,0.6364107346389,2.5662790697674,1.1576749807713,0.8364881575192601,,,4.7782534246575,,0.5653301631903199,0.81553398058252,0.14807378957169,0.49404944341917,-0.075481754817548,0.20455684666211,0.22530612244898002,0.26421557433204,-0.036029411764706004,-0.28077721103138,0.0
1994-12-31,,0.014606557377049,0.017703999029039,-2.5236148026987997,-0.9146457291204999,-0.59054450603195,0.98808371950909,0.87439788677682,,,-0.35012594458438,,-0.11474730737364999,-0.15922389898368,-0.028942899865677003,0.28232973095658,0.56104483569116,0.29386396307784995,0.35198756384631996,0.34212427745665,-0.033562166285278,-0.31676533341346996,0.0
1995-12-31,,0.035691780711249996,0.047935249273197,-0.50389157273215,-14.278189910978998,-4.4300047778309,-0.97622950819672,-0.97021194285556,,,-0.20793433652531,,-0.056036499766026995,-0.078221778221778,-0.032624298577581,0.358889962967,0.39522727272727004,0.06771533828431099,0.49113009198422997,0.36514131897712,-0.01026045777427,0.28413089373681,0.0
1996-12-31,,-0.024820592823713,0.09055323534779901,0.27941574249391,-0.71769372590648,-0.9628546222779399,-19.059267241379,-14.752319109461999,,,-0.7061024755325301,,-0.07080596521667301,-0.15050034319569,0.10861999190610999,0.2248122014573,-0.53135689851767,-0.52390601894956,0.23022692222957,0.17391304347826,0.031897926634768994,0.22896972187971,-0.09
1997-12-31,,-0.025276360204131,0.051548868153743,-0.5600422832981,1.5927171977043,16.7625,-1.3854645265231,-1.5168296795953,-0.068715763846622,-0.065143824027073,1.3888344760039,,-0.06655403903436599,-0.0033595577291091,-0.081964420432698,0.12072607841172,-0.24317865832464003,0.11008857701599,0.17415830945559,0.19299571680524,-0.0077279752704791,-0.0037624369443437,0.40659340659341
1998-12-31,,0.014984654269724,0.038555015466195,-2.0509370494954,-1.653308907717,-1.3926812104152,-1.0551083591330999,-0.9684155572957499,0.14227828246520002,0.12963800904977002,1.7507175071751002,,-0.24599923795009,-0.038231780167263994,-0.18036741510484,0.082813275524802,0.040932315287903996,-0.013523316062176001,0.18134675512850001,0.19035550862372,0.0023364485981308,-0.081239859005203,0.060078125
1999-12-31,,0.015765984282526003,0.034938583886676006,-3.8788294467307,-1.1900923005024,-0.53297491039427,-15.806179775281,26.731404958678002,-0.24190410802151002,-0.27148007210094,-0.89760023848562,,0.29890720737793,-0.057231588287489005,0.16976616320062,0.28180364307995004,0.10302228105008,-0.057986238773045,0.19998708927765,0.17937193210716001,-0.015540015540016,-0.094330430546252,0.16272385584789004
2000-12-31,,0.016635624114491,0.075353896431943,1.0586086404066,-7.9102642901045,1.0721412125863001,-4.3752608613166,-2.9532111458798997,-0.078641509433962,-0.17374570446735002,-11.679767103348,,0.23401254680737,-0.15115294117647,0.27615571776156,0.23629376522604997,-0.36045,-0.368664622247,0.12792511700468,0.11322836225053,0.0031570639305446,0.11602339967724999,0.017050136274323
2001-12-31,,0.011305627759857,0.04614656873386099,-0.59995370727567,-0.9345370452726101,-1.6501851851852,0.31414760272048,0.85810192249008,0.05209698558322401,-1.2472134420229999,-0.8447594384625899,,-0.21741871921182,0.037753631222973996,-0.10436346303839,0.10617524732786,-0.10507388007193,0.034354852954163996,0.11446558878237,0.11711711711711999,-0.0007867820613689099,0.08913993071245699,0.036146080019943
2002-12-31,,0.016614022048805,0.090518442813342,-0.40405014464802,1.1970108695652,-0.17829678154372,0.32745936698033,-0.28908687797668,0.87955465587045,-7.907133243607,-0.53116769095698,,0.15192869372545,0.19349324216036998,-0.0086117225864196,0.26037668009687,0.38638944701669,0.51485655737705,0.15868532545898,0.17741935483871,0.043307086614173,0.04809979532001999,-0.26620955130518
2003-12-31,,0.025252448329957003,0.10945778042841,-0.80776699029126,10.272727272727,-7.323743500866599,-0.36599432916612995,0.180479353162,-0.10256410256410001,-0.19456352299298998,1.4531835205993,1.2804487179486999,0.024087431693988998,-0.010071169598496,0.025522777737111,0.11119077675272002,-0.016698172652804,-0.22787735317326002,0.15604801477378,0.13698630136986,0.04377358490566,0.09347372865700802,-0.073770491803279
2004-12-31,,0.015301195870163,0.08596744735504999,-0.09764309764309802,-0.8170945797673901,-0.8282723087042301,-0.39579204146973995,-0.21761252446183998,-0.16907454419570997,-0.35091326962621994,1.8641221374046,1.6929023190443,0.024630752155724,-0.084282872128776,-0.018748959052083,0.18842196305627,-0.020698494072413,0.14336812906052,0.15281150159744,0.1566265060241,0.0043383947939263,-0.017617955834439997,-0.08849557522123899
2005-12-31,,0.015290072426659,0.066067011044365,13.151119402985001,-0.2747450509898,0.73156718799872,-0.7486752460257401,-0.68784392196098,-0.19325630485501996,-1.1174058889303,-0.21002132196162002,-0.19519832985386,0.14718993459151003,0.21326288761604,0.0069348463907277,0.16966219123725002,-0.32299437246434004,-0.48458149779736,0.10348363495275,0.080729166666667,-0.014398848092153,-0.16614666502887,0.1747572815534
2006-12-31,,0.015938896094538,0.08930687727739099,0.12287409360580001,-0.89784946236559,-0.7236866359447,1.1017402945113999,0.5136217948717899,-0.08827377263650801,0.55714285714286,-0.29318488529015,-0.30577172503243,-0.0015615920976178,0.033657563794717,0.034603992583138996,0.11465095538758999,0.14904310844771,0.94017094017094,0.1188688248738,0.1566265060241,0.002191380569759,0.014907783866596,-0.00074380165289259
2007-12-31,,0.011092827961870002,0.09195738263275301,0.24527415756721999,-3.17004048583,-1.5817211474316002,0.32945859872611,-0.18223928004235,-0.0086096216297862,2.0733944954128,2.5298329355609,2.5063054647361,0.05608700396464599,-0.14796440664619,0.08016013406573,0.17509940346843,0.55148048452221,0.43650641639533,0.18444444444444,0.225,0.0080174927113702,0.039334649326521004,-0.12761558183773
2008-12-31,,0.012654676057128,0.035092301200631004,-0.38581934753913,2.4179104477612,1.5837155963303,0.31213318960354997,0.92830555106004,-0.22168050582768,0.096849087893864,-0.9077755240027,-0.90049287331824,-0.12605476149475,0.14112754158965,-0.04389329425961,0.13623356803441,0.37258729126003004,-0.21391111111111,0.25315064339454996,0.17687074829932,-0.013738250180766,0.057369494176466,-0.0093856655290103
2009-12-31,,0.01414519257412,0.030564133139264,-0.59671476819159,-4.096615720524,-3.0834442964936,-0.42820629849384,-0.5070079731431,0.12254086326710001,-1.8439673420018,0.33431085043988,0.2235609103079,-0.07160591133004901,-0.082854134607597,-0.043181357192761005,0.034218537695704,-0.57386632959393,-0.40357324588681,0.10787145557656,0.10549132947977001,0.025659824046921003,0.05209076260665099,0.14001339841132998
2010-12-31,,0.015546235707163,0.07932266299565201,1.4822992006091003,0.9952406134320501,1.410524073285,-1.0373563218391,-1.0840994211780999,0.17499346063301,-0.22106771766392,2.3505494505495,2.3052516411379,0.028270651158842003,-0.065038855528082,0.12457896596396001,0.12222271059403998,0.14618094178717003,0.8711726229974399,0.12365884954544,0.19738562091502998,0.012866333095068001,0.034999623389992005,0.13154801880457
2011-12-31,,0.01090948223678,0.060919249804846996,0.6828707253488701,-1.1592013428748,-0.99673000441891,36.662393162392995,11.034412955466001,-0.31782428020184,-2.245630174793,-0.93604460478846,-0.90268123138034,-0.18820178335535,-0.080519480519481,0.09555127345844501,0.33150528046455,0.7381318236959201,0.039768985257612,0.21491307992273997,0.20524017467248998,-0.0007057163020466599,0.0026441549620358,-0.087469396839528
2012-12-31,,0.011310711909514,-0.048870979032684995,-0.39848733369783,13.463928967813999,-694.6756756756799,0.71428571428571,1.2065601345669,0.28130098988360996,-1.25,-2.7692307692308,-1.8673469387755,-0.23961352657004997,-0.21422701592193,-0.072114097809047,0.16683739623910998,0.41913270053974,1.0074059637498,0.30500559955204,0.41200181159419996,-0.09322033898305099,0.014540791638440001,-0.0081300813008131
2013-12-31,,0.012868421052631999,-0.0045439709185862,0.13119224359945,-0.8671731123388601,-0.8488662043170001,-0.46690495101933005,-0.23951821924074,-0.04482553697257799,2.6706056129985,1.8173913043478,2.4549019607842997,-0.024209188791547005,0.01725602980587,0.076029175423414,0.34466359567077004,0.13770491803279,-0.52208737864078,0.34699757108596,0.19690156204895,-0.049065420560748,0.067369374955286,-0.14434426229508
2014-12-31,,0.012873808101016002,0.031584116085147995,-0.43444489085309007,-1.6776429809359,-1.6050528486723,-2.4084926744475,-2.1640938251804,-0.0024886676739844,0.36861167002012,1.2078189300412,1.1589103291714,-0.10472208895895001,-0.022682002184669,-0.09507123161764698,0.14864804024645,-0.42809798270893,0.015744032503808996,0.19844935664797,0.19999571227201,-0.017199017199016998,-0.038473568970910005,0.10891847878149001
2015-12-31,,0.012864087008938999,0.040851367490139,-0.6076249112005699,1.3034953111679,1.3276523221133,-0.23386812411848001,-0.25161456987858,-0.0067718078945024,0.24492796236401,0.043802423112768,-0.0089379600420609,-0.05626578886932599,-0.042143326758711006,-0.07386952749740801,0.16606856890427,0.0080120937263796,0.00039999999999996,0.20004271780146,0.20008575486614,-0.015833333333332998,-0.02149363323729,0.057014512785072996
2016-12-31,,0.012865319353695,0.041516630528259005,-0.62582981291491,-0.46095484826055,-0.46567819879187,-0.53331032102175,-0.53331032102175,0.051852516372118,0.31081719414265,0.12098214285714,0.076392572944297,-0.059052563270603,-0.031436611984349994,-0.042314019374886006,0.16966829883694,0.00019996000799829,0.0,0.20008622360391,0.20008411117562,-0.016934801016088002,-0.019353613070219,0.055818895063745995
2017-12-31,,0.012864429664450002,0.043472824274758,-1.3661290322581001,0.31307929969104,0.34121274409044,-0.11563116370809,-0.11563116370809,0.069850746268657,0.25585585585586,0.11509358821186999,0.075899457861015,-0.05620689655172401,-0.025724612004819,-0.039102013550911,0.16797669695923,0.0,0.0,0.20008634923983,0.20008497362406,-0.017226528854436002,-0.019178612940721,0.023299016951776004
2018-12-31,,0.012873841292568,0.043696066885669994,2.1674008810572998,0.25516339869281,0.26283524904215,-0.28185112907722,-0.28185112907722,0.083625637755102,0.21865136298422003,0.11714285714285999,0.08657810352725599,-0.051972963098283004,-0.017529822519639,-0.031010253991112,0.16834637870378,0.0,0.0,0.20008293764023002,0.20008476087354998,-0.016652059596845,-0.018689512146948,0.023827534039334
2019-12-31,,0.012868632707775,0.043302509175322995,0.42141863699583,-0.05457196417413,-0.052588996763754,-0.42585403726708004,-0.42585403726708004,0.08283675421172701,0.18130445020014002,0.07065217391304401,0.07251264755480599,-0.049715772232392,-0.021840527134078996,-0.02682689351235,0.17039283120057003,0.0,0.0,0.20008467109855,0.20008484101999,-0.017825311942959,-0.018718393841044997,0.022977465829331
