Date,ODA/THA_LE_Value,ODA/THA_LP_Value,ODA/THA_PPPGDP_Value,ODA/THA_BCA_NGDPD_Value,ODA/THA_TX_RPCH_Value,ODA/THA_TXG_RPCH_Value,ODA/THA_TM_RPCH_Value,ODA/THA_TMG_RPCH_Value,ODA/THA_GGXWDG_NGDP_Value,ODA/THA_GGXCNL_NGDP_Value,ODA/THA_GGXONLB_NGDP_Value,ODA/THA_GGR_NGDP_Value,ODA/THA_GGSB_NPGDP_Value,ODA/THA_GGX_NGDP_Value,ODA/THA_NGSD_NGDP_Value,ODA/THA_PPPEX_Value,ODA/THA_PCPIPCH_Value,ODA/THA_PCPIEPCH_Value,ODA/THA_PCPI_Value,ODA/THA_PCPIE_Value,ODA/THA_PPPSH_Value,ODA/THA_NID_NGDP_Value,ODA/THA_LUR_Value
1991-12-31,,0.011686766246914,0.11710479057278,-0.07410021171489099,0.47869245250727005,0.36334838045458,-0.45317118486614005,-0.5710849934201601,,,,,,,0.079832964873496,0.024015369836695,-0.029756844074137,-0.2608491305029,0.057060001669030996,0.047183241814114006,0.056689342403627996,0.043096101872367,
1992-12-31,,0.01453626165271,0.10547568742728,-0.26829268292683,-0.2009837962963,-0.36526285216381,-0.30749034749035,-0.44752433347440007,,,,,,,-0.021866469517743,0.021680216802168,-0.27479845776376,-0.34145824501908006,0.041368148893757,0.031073994950476,-0.027896995708154997,-0.067155295161177,
1993-12-31,,0.0094654692069424,0.10826082590947,-0.09409722222222197,-0.07764177591077001,0.051066166376864994,0.31333630686887,0.9440827269245501,,,,,,,0.016890025872845,0.0088757396449704,-0.20275495408410002,0.40650144834245006,0.032996607471145,0.043699378414014,0.060706401766004,0.0011510359323391,
1994-12-31,,0.013010833790455,0.11306855280874999,0.070333461096205,0.11857086768748,0.542446669569,0.33715401596196004,0.5488573680062999,,,,,,,-0.0083476272155516,0.030134492870867002,0.53410124280085,0.069565217391304,0.05062013797152501,0.04674246525897901,0.057232049947970993,0.0060984753811547,
1995-12-31,,0.0061764954733903,0.11515629517151,0.44726947179946,0.08424008424008399,-0.24493367202934999,0.26789002476348,0.22983973543628,,,,,,,-0.017873616236161998,0.034259350152155,0.14957518277020002,0.6118955926401399,0.05817019716047,0.075344827586207,0.053149606299213,0.045709743131117,
1996-12-31,,0.011032626976118,0.07834204611524001,-0.00098973153532116,-1.3577209452897,-0.9526016746411501,-1.0302984775641,-0.94223808046334,,-0.10833603632825001,,0.014101748029183,-0.46650426309378995,0.035930561162696995,-0.0088939767523775,0.021545178435839,0.00017188037126166002,-0.35306610034509994,0.058190579925405,0.04874138207471499,0.019626168224299,-0.0066042666413265,
1997-12-31,,0.011644154634373998,0.0031743438327868,-0.7520743034055699,-2.3093212669682996,18.309148264984,17.674380165288998,-7.9713518352731,1.6627394194695,-1.6114950891233,,-0.036550625271595,-3.4117199391172,0.2044315777753,-0.026980601214275,0.0230419028152,-0.037807183364838994,0.53693065244153,0.055988771054272995,0.074912092952148,-0.053162236480293,-0.1949493017027,
1998-12-31,,0.010687976848198001,-0.095389662513524,-7.359640359640401,0.13934199612939002,-1.0692697271688,0.9160028323597099,2.0911776036985,0.23299962921765,2.743010113028,,-0.11651799138017001,0.5784159040706801,0.10575945271332002,0.013849150788336,0.080646626101172,0.42811216288623,-0.42277399546122,0.07995864717176202,0.04323709287441299,-0.12681510164569,-0.39261525665399,
1999-12-31,,0.0031887547587284,0.06046085746546401,-0.20405278039585,0.095729191943703,-15.218160377358,-1.4845475123573997,-1.5184662041461,0.13439987169463002,0.43308963763509006,,-0.0098701004027456,0.4438224710116,0.10659643842488001,-0.07961812122849701,-0.054794520547944994,-0.9642321160580299,-0.8612395929694701,0.0028581587440512,0.0059986366734835,0.0088691796008869,0.0025920672959359,
2000-12-31,,0.0035191852356394,0.071333288059296,-0.25113479376357,0.93644114715978,1.0100356639297,1.5853751549242,0.59447115384615,0.021931607316426998,-0.8012642785849,,0.0056717272987683,-0.86250346164497,-0.26919008763977,-0.0071761750986724,-0.0090690850893572,4.5909090909091,1.4166666666667,0.015995527252396998,0.014500609838731,-0.0010989010989011,0.1139512195122,
2001-12-31,,0.017081724009761004,0.04495885355942201,-0.4182369218605901,-1.2407936870997,-0.98654838044151,-1.2026698134081002,-1.1774963566008,-0.0052571507626328,-0.013392857142857002,-0.086229086229086,0.08556454369374498,-0.26082578046324,0.07639822185464701,-0.062818280382429,-0.0020637056976222,0.010631644777986,-0.5027586206896599,0.016159772367326,0.0072134651349186,-0.0011001100110011,0.055263618847434005,
2002-12-31,,0.0083418075505275,0.069343160576636,-0.16919592298981,-3.8480170980765003,10.460122699387,-3.4927219796215,-2.05181200453,-0.04294009248635299,2.8020361990950002,6.7535211267605995,-0.0034634760705291,5.905994550408701,0.23472915866308,-0.036143733567046,-0.0071030390217587,-0.5668316831683199,1.2995839112343999,0.0070003962488443,0.01657824933687,0.023127753303965,-0.012324674246825,-0.22222222222222002
2003-12-31,,0.0087140133310222,0.09266361549573401,-0.088058887677208,-0.41357458517469003,2.1482869379014997,-0.38197080291971003,2.650067294751,-0.079252343239119,-1.3140434394525,-1.5653042688465,0.13870458135860997,-1.6178733478004,-0.24109365276913003,0.030115661598893995,-0.0064294122973829,1.5771428571429,0.054282267792520995,0.018035152151102,0.017482061317678002,0.027987082884822004,0.04903155329608,0.071428571428571
2004-12-31,,0.016683850407723,0.092388905988675,-0.48878923766815996,0.37025451443196,0.22853256248936998,0.59253572693988,0.49550147492624996,-0.024206435321273,-0.44007579346281,-0.24132390745501,0.010405105438402,-0.70434227330779,0.059140060472505994,0.0064967163335923,0.0039190667152753,0.53436807095344,0.7019450800915301,0.027675062810024,0.029747403513270997,0.0094240837696335,0.073013457225248,0.0
2005-12-31,,0.0007989920408101599,0.08009233720051899,-3.533918128655,0.29334855245408004,-0.49757785467128,-0.048056956392762,-0.68006311948321,-0.042477053091262,0.26818950930626,0.12494705633206,0.033960364318733,0.4341252699784,0.020564184448638,-0.049007226548797,0.011983658647298999,0.64089595375723,0.94218487394958,0.045422062861226,0.057776117544515004,-0.0010373443983402,0.17360307565974,0.23866666666667002
2006-12-31,,0.0022415328399914,0.083220839468767,-1.2580198476806002,-0.26612644415918,0.53002754820937,-0.7407291991274499,-0.80024660912454,-0.11336331580837,0.45763842561708,0.31287650602409994,-0.014209198353327,0.47590361445783,-0.047743220178266994,0.085064000885315,0.020992195209473,0.022677234698371,-0.38265835929387004,0.046446645719905005,0.035668040023543,-0.0031152647975078,-0.10002544367407001,-0.18353067814854998
2007-12-31,,0.0070465686274509,0.078394050663947,4.6788908765652995,-0.1450748879414,0.067338854879366,0.33413461538461997,1.6967592592593,-0.08680224804724701,-0.8929061784897,-0.6659019214224301,-0.03251010327795201,-1.0765306122449,0.061090365944735,0.11449940506544,0.0077321852209823,-0.5190527448869799,-0.1331651247547,0.022335804902646,0.030916117299386002,-0.0052083333333333,-0.065837367918861,-0.10085695451549001
2008-12-31,,0.0088378460602373,0.04494681316197701,-0.87541345093716,-0.34884910485934006,-0.5872975708502,0.9963963963964,2.5759656652361,-0.028163872010848,-0.44017094017094,-0.15536480686695003,-0.0087719298245614,2.9733333333333,-0.0040352852852854,-0.08745386328279901,0.019356526288255002,1.4418084153983999,-0.85737386804657,0.054557887185005996,0.0044101433296581,-0.0031413612565445,0.10176288113792999,0.0058651026392962
2009-12-31,,0.0084287028241431,-0.015880617921473997,9.4968394437421,-3.4546347211312,-3.9076231350909,-3.4245261732852,-2.8544567130741,0.21332546220517,-25.24427480916,-3.4725609756097997,-0.025097157840521002,2.5855704697987,0.13054744181664,-0.012434817488969001,0.01171841587546,-1.1558203483043,6.965986394557801,-0.0085038533085304,0.035126234906695995,-0.021008403361344,-0.27067023760472,0.09329446064139901
2010-12-31,,0.0059061004784691,0.091277057239815,-0.62146212212453,-2.1753740299224,-2.1559007520911004,-2.0009306221209,-2.152996505156,-0.056903377048455,-0.74716624685139,-1.0242498972462,0.07660535036741702,-0.55124005615349,-0.032420719256574,-0.015773084213377,0.024179912073047004,-4.8588235294118,-0.12752633077142,0.032795497185741,0.030646871686107996,0.023605150214592006,0.22098771244292,-0.3
2011-12-31,,0.0045930880713489,0.021429684596665,-0.18199172764874,-0.35375399904703997,-0.49674673152934,-0.36311654502348,-0.49754892788983,-0.022300909858362004,-0.26151930261519,4.542372881355901,0.00843147751606,-0.22314911366006,-0.0009044317154055199,0.0041268312813811,0.021132573881458998,0.16128048780488002,0.15138662316476,0.038086241617705005,0.035291696676613,-0.037735849056603994,0.026682089839985004,-0.37333333333333
2012-12-31,,0.0045572916666666,0.08402363252688201,-1.1563593932322,-0.6760058984621898,-0.7028757854035799,-0.54583941605839,-0.47389588143293,0.089871201400715,2.0421585160202,-3.8134556574924,0.020791860207919,0.27651006711409004,0.072463143374429,0.0048290978834166,-0.0043654001616814,-0.20845366237857998,0.028053272881836,0.030149095527133997,0.036275094414629,0.033769063180828,0.11694896158035001,0.025835866261398
2013-12-31,,0.0049637659812644,0.044240275952267,0.57462686567164,0.37028608582575,-0.902399349329,-0.6231115396978499,-0.75240656851642,0.0090889084507043,-0.8885809312638601,-1.6597826086957,0.04563380281690099,-0.99263932702419,-0.022106997869688998,-0.024949725621187004,0.0017050990581357,-0.27529021558871997,-0.53996692392503,0.021850550389252,0.016687446053515,-0.0031612223393045,-0.0168454322316,0.074074074074074
2014-12-31,,0.00476337041434,0.02653499222395,-5.537124802527599,-0.9295373665480401,12.491666666667,-2.3991471215352003,-2.9639794168096,0.04536235360827,11.243781094527,-3.6803953871499,-0.09760444297082199,161.0,-0.0038637017551071,0.043765511937638,0.0027559374240091,-0.061784897025172,0.04673457159976,0.020509361730424,0.017470049995283,-0.022198731501057004,-0.077086183310533,-0.03448275862069
2015-12-31,,0.0045511567523412,0.065552427903238,-0.26810584958217004,22.037037037037,0.61920938851143,-3.441024078025,-3.5406113537118,0.0099931153902322,0.07436001625355601,0.09649661954517501,0.0084049051577642,0.053791887125221,0.015019599752424001,0.00090424997488186,0.0013741815536335,-0.046341463414634,0.3279908414424699,0.019547976319022997,0.023196306391500002,0.0086486486486487,0.029570888608907997,0.14285714285714002
2016-12-31,,0.0043562861208724,0.063654269779222,-0.53663177925785,-0.29888921368021004,0.011825290864008998,-0.39967536521413,-0.41320041251289,0.014025448235975001,-0.055975794251135004,-0.10145739910313999,0.0018673711058481,-0.24518828451882999,-0.0043091182568398,-0.030248276785117,0.0008879560865352901,0.032736572890026,-0.25948275862069,0.020195749032211004,0.017179515059258,0.0032154340836013,0.0080981860063346,0.125
2017-12-31,,0.0041638955556198,0.06460093160367901,0.19096509240245998,0.028767979987492004,0.0016965127238455,-0.097545757071547,-0.094512790470611,0.014727750504166,0.07251602564102601,0.09794135995009402,0.0011365186161749,0.07206208425720599,0.0084105662842446,-0.0034159133255124,-0.0012904266473103,-0.022288261515602,0.29743888242141997,0.019733309468409,0.022296454658828,0.0032051282051281,-0.010211003605984,0.11111111111111001
2018-12-31,,0.0039594551789675,0.06471724188732499,-0.20862068965517003,0.013373860182371,0.0011290929619872,0.067296612122609,0.05197325857235299,0.016822579997591,-0.0056032872618603,-0.027840909090909,0.0050404141313233,-0.22233712512927,0.0038867970363173,-0.010144375584254,-0.0029879673746264,0.017730496453901002,-0.1973979362943,0.020097415419720002,0.017897754502758,0.0021299254526092,-0.0018396277459149,0.0
2019-12-31,,0.0037574036627515,0.06419242159915799,-0.14270152505447,-0.025994801039792004,-0.035714285714286004,-0.033686028935435,-0.035875358753588,0.023098791755507997,-0.046205860255447005,-0.11747516072472,0.022861790087200004,-0.44015957446809,0.015486993345432,-0.0048618398041273,-0.0034019115502997,0.010452961672474,0.26942425936277,0.020303695100443,0.022710735594991004,0.0031880977683316,-0.00028910089621275,0.0
