Date,ODA/USA_LE_Value,ODA/USA_LP_Value,ODA/USA_PPPGDP_Value,ODA/USA_BCA_NGDPD_Value,ODA/USA_TX_RPCH_Value,ODA/USA_TXG_RPCH_Value,ODA/USA_TM_RPCH_Value,ODA/USA_TMG_RPCH_Value,ODA/USA_GGXWDG_NGDP_Value,ODA/USA_GGXWDN_NGDP_Value,ODA/USA_GGXCNL_NGDP_Value,ODA/USA_GGXONLB_NGDP_Value,ODA/USA_GGR_NGDP_Value,ODA/USA_GGSB_NPGDP_Value,ODA/USA_GGX_NGDP_Value,ODA/USA_NGSD_NGDP_Value,ODA/USA_PPPEX_Value,ODA/USA_PCPIPCH_Value,ODA/USA_PCPIEPCH_Value,ODA/USA_PCPI_Value,ODA/USA_PCPIE_Value,ODA/USA_NGAP_NPGDP_Value,ODA/USA_PPPSH_Value,ODA/USA_NID_NGDP_Value,ODA/USA_LUR_Value
1991-12-31,-0.0091164685679654,0.013377485032813998,0.032523214442498,-1.0355791067373,-0.2511043153245,-0.21592899684689998,-1.0435997764114,-0.8442538593482,0.07069224192169299,0.07571643365274601,0.18424396442185997,0.70530726256983,0.020622433948663,-0.09925690021231402,0.038586016405334995,0.003477795612627,0.0,-0.22199667835394,-0.49175776505291996,0.042163510845107,0.029292380108292004,122.95652173913,-0.022493345164152998,-0.06571960875640401,0.21951219512195003
1992-12-31,0.0065838097746214,0.013358748500347,0.059158898939918,-17.787234042553,0.047489413188143,0.12138814417635001,-45.955128205128005,19.762114537445,0.033690427759948,0.067737561280901,0.18326180257510996,0.7608517608517601,-0.027483494549363,0.27607542722451,-0.0010745466756212,-0.060143961610236996,0.0,-0.27846299810246994,0.07476954592010901,0.030411186263926002,0.031476121562952,-0.25008768853034,-0.068805882085962,-0.0019442644199612,0.093722627737226
1993-12-31,0.014946661265275999,0.0131203339863,0.05190157967978201,0.56273764258555,-0.52671094426798,-0.5679373090715899,0.23271068016541,0.061956291109697,0.023132424750382,0.048063772419991,-0.14000725426188002,-0.30093023255814,0.0072939690558888,-0.13207111521589,-0.014548877235445,-0.036818517047711004,0.0,-0.023668639053253997,-0.1569250317662,0.029698948028622996,0.026538056822167998,0.061739943872777994,0.0064824292050494,0.015684315684316004,-0.07794981313400999
1994-12-31,0.023382865315693998,0.012220061042645001,0.062522715047901,0.3495539334955399,1.6976815131178,1.9465109130034,0.38033545401965996,0.33426573426573,-0.011368816959197,-0.010644644122142999,-0.26760860396457004,-0.8150365934797099,0.01194319927275,-0.22772013833466,-0.02426045191573,0.04694310283896799,0.0,-0.12592592592593,0.025621703089676002,0.025956047759128,0.027225574545727996,-0.44977973568282,0.0091041162227604,0.043375627028622,-0.11696583671105999
1995-12-31,0.014926343330273,0.011897844868508999,0.048609377084395,-0.109375,0.16193599457198002,0.21387584767866,-0.32984161568759,-0.32584606169512,-0.0085598178516876,-0.011908575304780001,-0.11114310394471999,-2.0179856115108,0.0088904033207362,-0.14467791939373,-0.0027688435183891,0.049338959212377,0.0,0.080508474576271,-0.0062454077883909,0.028051948051947998,0.027049502052328995,0.19935948759007,-0.0094058930799502,-0.0005184766214179299,-0.08327868852459
1996-12-31,0.014506676914209,0.011720421229611998,0.056905291588651,0.039136302294197,-0.20369829683698001,-0.23506660936829002,0.087407777916719,0.041314971123945,-0.011220930232558001,-0.035221876847385,-0.31292517006803,3.0,0.014584420768215,-0.30849778493758,-0.013770473412609001,0.04664379155050401,0.0,0.047058823529412,0.14158964879851998,0.029366792883721,0.030877752084102,-0.34779706275033007,-0.00033911442689652004,0.019995284131101004,-0.032904148783977
1997-12-31,0.022506313131313,0.012022360626305,0.06275790337863099,0.061688311688312,0.45612319726228007,0.6276404494382,0.54898804047838,0.53700938566553,-0.035382489563121004,-0.059653700189752995,-0.6360207449316401,1.0556537102473,0.008534075777751,-0.52009318578917,-0.030314232902032997,0.061264214732097,0.0,-0.20394960844399,-0.45401554404145,0.023377832179423,0.016858309770657,-1.7942681678608001,0.0026653743639447,0.033982153590087,-0.086168639053254
1998-12-31,0.014694532769425,0.011729259370578999,0.05583128352418099,0.44709480122323997,-0.80376028202115,-0.84957890376916,-0.13236822568671,-0.17798903615294,-0.047987686868533,-0.079938621936352,-1.4805699481865,0.42801890846584,0.010112224689431999,-0.9502427184466,-0.023637056805185002,0.026160826334587998,0.0,-0.33832335329340996,-0.046856465005931,0.015467995639308998,0.016065944523058002,1.0786082474227,0.019526341227646,0.021641924521552,-0.08943747470659699
1999-12-31,0.015402050564361999,0.011495460506771003,0.062874416199535,0.29289940828402,0.12959794696322,0.9150986691142701,-0.13228373406349,0.081462096910349,-0.057529773338456,-0.10497818190126,1.0026954177898,0.0045139933794764,-0.0013367792531858,2.6585365853659,-0.012555191782056002,-0.024694261523988997,0.0,0.41758241758242,0.8288736776602399,0.021931438947782,0.029397991887272996,0.54308741475511,0.0110457950128,0.020570728291317,-0.06288888888888901
2000-12-31,0.025467974022667005,0.011106932430738,0.064605033318238,0.30565544295521,2.243847027641,1.4229571052001002,0.2836012227591,0.021856217313246,-0.09929005740684099,-0.12083928936083001,0.9986541049798101,0.15847813061714,0.013623653994884,-4.1333333333333,-0.0086387832699619,-0.0062213648420544,0.0,0.5353397172822599,0.16604287172508,0.03367090279320201,0.034265391363939995,-0.10405785456006,-0.0071271158625217,0.010764216485118999,-0.059283851078966
2001-12-31,0.00027757284461021,0.010343752656786,0.032774253141787994,-0.068102153229845,-1.6820357184545,-1.6083473444763001,-1.2177921179995,-1.2466580093194,-0.00018856539447876998,-0.019452993438244,-1.5925925925925999,-0.62089475045255,-0.057313064913722,-3.3276595744681,0.012641526801878,-0.055032514801514006,0.0,-0.16335016335016,-0.54712576597607,0.028166233042185,0.015514060331187001,-1.2542600896861,-0.013742621015347999,-0.06436420722135,0.19536173430804
2002-12-31,-0.0033445548747983,0.009827639403118999,0.033487653957771,0.1211714132187,-0.70528837925723,-0.44464314745570005,-2.2927689594356,-2.1582533292041,0.04445324582248901,0.07636503612460001,3.6545454545455,-2.3308321964528997,-0.07290726270896201,2.0100548446068998,0.026512741265945997,-0.06881676253081301,0.0,-0.43343982960596,0.68556701030928,0.015956665649959,0.026155481682726002,1.6754850088183,-0.01115686650067,-0.021585343732995,0.21952762547448001
2003-12-31,0.0091441299521547,0.0094229894555567,0.048567413875168004,0.085310328300982,-2.0220673635308,-1.5494730679157,0.21800818553888002,0.31631016042781,0.056627963668539005,0.09262468707875998,0.232177734375,0.56791389031266,-0.02125516268762,0.32766474339508,0.0093571049058386,-0.046382086918156,0.0,0.43984962406015,-0.27025993883792004,0.022978089366032,0.01909742206728,-0.061964403427818,-0.013268122609075,0.0038932146829811,0.036140411551098
2004-12-31,0.010970819507874001,0.0091355298504126,0.066394889960841,0.13998675204239003,4.5426136363636,3.5610015982952006,1.5560035842293998,1.267519804997,0.11926856361616998,0.18047232992598,-0.09173766594016199,-0.12749264465512,0.0051118430080966,0.023787740164683997,-0.0091826290393332,0.011682378115783001,0.0,0.16100957354221,0.68098480880042,0.026673913043477996,0.0320895883647,-0.9943780744905101,-0.014182656917112,0.040027700831025,-0.07510013351134799
2005-12-31,0.017739155415111,0.0092914185603414,0.06670305521215,0.10265349602944,-0.35940543311122997,-0.14671183272982002,-0.44496056091147995,-0.40204246170384006,-0.0092069502549851,-0.013244891865376002,-0.24760034904014003,-0.46234544773323,0.04614806976823599,-0.19839142091153,0.0064047696348986,0.018750357285772,0.0,0.2616191904048,0.14770956684325,0.033661888326593,0.036829734786302,-101.0,-0.013689765033851003,0.030896257823945,-0.08282208588957
2006-12-31,0.019109448874461997,0.0095064417540483,0.05821120080649501,0.022659406288424,0.44631140982557,0.290212183436,-0.0018948365703459,-0.11430711610486999,-0.019201430090459,-0.03248676105047,-0.31226442447086,-0.73240418118467,0.029299487748377002,-0.21432552954292003,-0.0052495747551177,0.071657033836485,0.0,-0.042780748663102004,-0.40293239207167997,0.032217425371415004,0.021990449861773998,0.11125,-0.026245394437995,0.0047366834603625,-0.09344875073775301
2007-12-31,0.011300530404797,0.0099454721841234,0.044870777069696,-0.14737203710065,0.025448107988492997,-0.2062599469496,-0.6011707008384699,-0.68809201623816,0.0058449210464293,-0.0060989231937805,0.34822934232715,1.8541666666667,0.0037404507560148,0.24476764810216003,0.027831009168902004,-0.095507382972039,0.0,-0.10893854748602999,0.8572078217371499,0.028706377320671998,0.040845936308864995,-0.97075365579303,-0.035453273207899004,-0.042086315518793,0.0019531250000001
2008-12-31,-0.0046353988360152,0.0093241869077154,0.016642923131384,-0.060233682514102,-0.38152783772119003,-0.17965512632001002,-2.0154700515668003,-3.0195227765727,0.13785400752925,0.13394322192003,1.1998123827392,3.5264598540146,-0.046991946944576,0.5169563978341399,0.067378022545392,-0.10565010999189998,0.0,0.32880529432253996,-0.8283545543584699,0.038149162744039004,0.0070075131125077,-101.61538461538,-0.031113977107851003,-0.070019238512818,0.25622698722114
2009-12-31,-0.037689254538324994,0.0087162556855847,-0.020372216739732,-0.43386923901393,-2.5340195394278,-2.9690402476779996,4.36015625,3.2322771213748998,0.18132396145080998,0.23118855058674,0.92181947405828,1.3340052408788998,-0.058852768664876993,0.35637798234078993,0.12654520047297002,-0.06958379183118599,0.0,-1.0838794233290001,1.7261055634806999,-0.0032008696702500003,0.019107234190312,1.5680428134557,-0.024902939545203,-0.15746175310305,0.6005172413793101
2010-12-31,-0.0058472843724535,0.0076746894662528,0.037844885730187995,0.12343809163196001,-2.3528943477766,-2.1899205561072,-1.9265413205072002,-1.9433411585559,0.1013248111563,0.12162096891049999,-0.16471893491123998,-0.20286725969427,0.012746030069363997,0.26232686980609,-0.044488442546695,0.048559899819118,0.0,-6.11875,-0.12663526949241002,0.016381982149931,0.016690839606786998,-0.19961298005359002,-0.026449007451226005,0.050305487352251994,0.03684153829581
2011-12-31,0.0057738215076649,0.0071287205431774,0.036989454973136,-0.0023592854735423,-0.42400806993948,-0.5474650532025901,-0.56968695925751,-0.61191821361313,0.044898648292162995,0.09178210005024001,-0.11945452935447,-0.17453954496207996,0.01098633661301,-0.14625850340135998,-0.025788895546235,0.041334925690021,0.0,0.91819291819292,0.83942480527262,0.031419662509171005,0.030696073547393996,-0.08108610749488601,-0.022844122458518,0.0082091986517344,-0.071896103896104
2012-12-31,0.018494556009121997,0.0070942902664287,0.04157933486597,-0.036824324324324,-0.5248102743724501,-0.43891194098663,-0.57411807713398,-0.6327556325823199,0.035264178380999,0.044491776121169,-0.13626307320998,-0.16957605985037,0.0038859658172564,-0.18840765968385,-0.031853009763472995,0.039821599235425005,0.0,-0.33959261616805003,-0.41758957654722995,0.020748492877848,0.017874404625903,-0.18619712608784,-0.0069955156950673,0.033701806416824,-0.096048360013433
2013-12-31,0.010276136060534001,0.0070634147583669,0.037424635668170995,-0.16274991231147,-0.064496314496314,-0.22623938646945999,-0.50729613733906,-0.55969797074092,0.016387685824652,0.011542867212969998,-0.32972406566539003,-0.42769084874348,0.05700191833379,-0.24592240696754,-0.030889359449443998,0.039276960784313995,0.0,-0.2944578313253,-0.26733780760625997,0.014638565498978998,0.013105639396346,-0.061924894304899,-0.0095134874759153,0.0092853416797077,-0.089783281733746
2014-12-31,0.01575071215174,0.006795775872150999,0.038657029290824,0.036447423544198,-0.06762967826657901,0.2753982300885,2.2752613240418,3.1725616291533,0.013656954201697,0.0051891488302638,-0.042730588848358,-0.07069870201601801,0.018343271973036,-0.16862662746745002,0.0087400650042335,0.018807853310536,0.0,0.34972677595628,0.80229007633588,0.019758756868132,0.023609667138207002,-0.06362672322375401,-0.010516717325228,0.020984081041968004,-0.14394557823129
2015-12-31,0.012961962283768,0.006404561052106,0.049978143978501,0.068714632174616,0.47535211267606,0.32167638079378,0.31303191489362,0.39558181351143,-0.0052831403440668,0.0013122547259739,-0.21320994374887,-0.34145616641902,0.018331105594806,-0.1596362717858,-0.016218557929223002,0.032407407407407,0.0,0.07591093117408901,-0.15036001694197001,0.021261728467816998,0.020059692048969,-0.26840317100793,-0.006758002088836999,0.036043332995849,-0.055149396058486996
2016-12-31,,0.0064074768454252,0.049755436810991004,0.041981845688351005,0.11718377088305,0.056698866022680004,0.12781041118088002,0.10196944597828,-0.0019893204900011,0.0015701692568279,-0.039437269372694,-0.09205776173285199,-0.0040940058753672,0.023444544634806,-0.0082842516651071,0.031670403587444,0.0,0.0056444026340546,0.13110667996012002,0.021383761860404,0.022689061913390002,-0.33088235294117996,-0.0092163048184574,0.033323561028046005,-0.032632464255677
2017-12-31,,0.0064069779335869,0.050648692184068,0.02540834845735,0.12475966673788,0.12142289348172,0.005028735632184,-0.0081843995323201,-0.0056651279899287,-0.0036044932724355,-0.09987995198079198,-0.25546719681908997,-0.0022907710170396,-0.019383259911893998,-0.013598645685898999,0.026242868785656,0.0,0.033208606173994,-0.051123843102688,0.022090217189529998,0.021535281630568,-0.44881434355119,-0.010363341241104,0.026101759031587003,-0.036167623022083005
2018-12-31,,0.006403148907861001,0.04903106164776,-0.0024778761061947,0.0064577397910733,0.034201665780613,-0.070943531093638,-0.071909733917144,-0.0057837288265648,-0.0022175970663297,-0.016004267804748,-0.18090787716956,-0.0050009435742593,0.057202755315963,-0.0061615507976254,0.019642100804744,0.0,-0.040289723856949,-0.06688341848583401,0.021198218544196998,0.020093043603936,-0.60440713536201,-0.012301286903861,0.016774193548387,-0.057008839978350996
2019-12-31,,0.006408314282829,0.046796664253994,-0.014194464158978001,-0.05340630307605201,-0.056716929403700996,-0.087901519522985,-0.085828343313373,0.00029906902706098,0.0033896621512559,0.072377338031987,0.002444987775061,-0.004362256993836,0.12266288951841,0.0036802174159213,0.009138584557869,0.0,-0.062264150943396,0.021403683424589,0.019880531230064,0.020524366941983996,-1.079575596817,-0.013859615507441003,0.0061638868745467,0.0019131432944327
